year	pid	org_n	ims_org_id
2011	000966594	2	INS00006086
2011	000966594	2	INS00516532
2011	000968641	2	INS00005062
2011	000968641	2	INS00074018
2011	000970434	4	INS00002385
2011	000970434	4	INS00002491
2011	000970434	4	INS00037758
2011	000970434	4	INS00273336
2011	000971914	2	INS00002454
2011	000971914	2	INS00006828
2011	000972798	3	INS00005066
2011	000972798	3	INS00005071
2011	000972798	3	INS00113482
2011	000974059	3	INS00002416
2011	000974059	3	INS00002452
2011	000974059	3	INS00005984
2011	000974095	2	INS00006262
2011	000974095	2	INS00182847
2011	000978880	1	INS00074117
2011	000983030	2	INS00002457
2011	000983030	2	INS00103640
2011	000990624	1	INS00485881
2011	000990670	1	INS00635517
2011	000991523	2	INS00366667
2011	000991523	2	INS00498199
2011	000991891	1	INS00119242
2011	000993009	2	INS00005066
2011	000993009	2	INS00006570
2011	001006401	1	INS00002448
2011	001006949	1	INS00119242
2011	001007919	3	INS00002428
2011	001007919	3	INS00108670
2011	001007919	3	INS00261082
2011	001008228	2	INS00001105
2011	001008228	2	INS00061823
2011	001008578	1	INS00119242
2011	001008587	3	INS00002397
2011	001008587	3	INS00005305
2011	001008587	3	INS00458208
2011	001009619	5	INS00001264
2011	001009619	5	INS00006568
2011	001009619	5	INS00006569
2011	001009619	5	INS00006571
2011	001009619	5	INS00492035
2011	001009762	1	INS00106164
2011	001011751	5	INS00002440
2011	001011751	5	INS00407489
2011	001011751	5	INS00484759
2011	001011751	5	INS00584448
2011	001011751	5	INS00618706
2011	001012786	1	INS00074083
2011	001014931	2	INS00011171
2011	001014931	2	INS00464448
2011	001015509	1	INS00006086
2011	001015607	3	INS00002371
2011	001015607	3	INS00582514
2011	001015607	3	INS00595342
2011	001017020	1	INS00265988
2011	001017666	2	INS00006262
2011	001017666	2	INS00006909
2011	001019858	7	INS00002486
2011	001019858	7	INS00006827
2011	001019858	7	INS00034564
2011	001019858	7	INS00079744
2011	001019858	7	INS00109893
2011	001019858	7	INS00114096
2011	001019858	7	INS00167449
2011	001020714	2	INS00002416
2011	001020714	2	INS00002452
2011	001028490	1	INS00123486
2011	001035904	1	INS00006253
2011	001045295	1	INS00451695
2011	001046819	3	INS00002384
2011	001046819	3	INS00079701
2011	001046819	3	INS00175926
2011	001051579	3	INS00000725
2011	001051579	3	INS00002440
2011	001051579	3	INS00118991
2011	001052235	1	INS00162102
2011	001053573	1	INS00124008
2011	001054632	1	INS00464448
2011	001054937	5	INS00005624
2011	001054937	5	INS00005628
2011	001054937	5	INS00005631
2011	001054937	5	INS00087990
2011	001054937	5	INS00494075
2011	001057358	1	INS00103640
2011	001057616	1	INS00175926
2011	001059441	3	INS00011171
2011	001059441	3	INS00455464
2011	001059441	3	INS00464448
2011	001061996	2	INS00001569
2011	001061996	2	INS00002441
2011	001066769	2	INS00005062
2011	001066769	2	INS00111348
2011	001067013	2	INS00006568
2011	001067013	2	INS00006827
2011	001073048	4	INS00038301
2011	001073048	4	INS00172159
2011	001073048	4	INS00492937
2011	001073048	4	INS00564858
2011	001073825	2	INS00112813
2011	001073825	2	INS00138071
2011	001073997	4	INS00002480
2011	001073997	4	INS00137578
2011	001073997	4	INS00590130
2011	001073997	4	INS00610896
2011	001074484	5	INS00002375
2011	001074484	5	INS00002444
2011	001074484	5	INS00114806
2011	001074484	5	INS00366665
2011	001074484	5	INS00468247
2011	001075454	3	INS00002382
2011	001075454	3	INS00079689
2011	001075454	3	INS00454516
2011	001077225	1	INS00539755
2011	001079810	2	INS00005070
2011	001079810	2	INS00114072
2011	001081980	1	INS00006909
2011	001082539	1	INS00106723
2011	001082646	2	INS00000519
2011	001082646	2	INS00105327
2011	001082780	1	INS00279863
2011	001085183	1	INS00002439
2011	001085503	1	INS00002377
2011	001089010	5	INS00002416
2011	001089010	5	INS00002452
2011	001089010	5	INS00034559
2011	001089010	5	INS00034560
2011	001089010	5	INS00118681
2011	001090817	2	INS00002416
2011	001090817	2	INS00002452
2011	001091841	2	INS00001111
2011	001091841	2	INS00006909
2011	001091986	2	INS00005063
2011	001091986	2	INS00006909
2011	001094914	1	INS00005865
2011	001096534	1	INS00175926
2011	001097756	1	INS00123325
2011	001101302	2	INS00366681
2011	001101302	2	INS00561433
2011	001102300	3	INS00006753
2011	001102300	3	INS00006824
2011	001102300	3	INS00074152
2011	001102319	2	INS00002480
2011	001102319	2	INS00006827
2011	001103719	4	INS00001138
2011	001103719	4	INS00005069
2011	001103719	4	INS00114097
2011	001103719	4	INS00478671
2011	001103942	2	INS00006825
2011	001103942	2	INS00006827
2011	001104019	3	INS00001105
2011	001104019	3	INS00001111
2011	001104019	3	INS00061823
2011	001105025	3	INS00006753
2011	001105025	3	INS00119242
2011	001105025	3	INS00582739
2011	001105099	1	INS00506288
2011	001106102	1	INS00165852
2011	001109991	4	INS00002477
2011	001109991	4	INS00034469
2011	001109991	4	INS00079789
2011	001109991	4	INS00452023
2011	001119129	2	INS00002371
2011	001119129	2	INS00005861
2011	001119497	4	INS00002388
2011	001119497	4	INS00002464
2011	001119497	4	INS00006262
2011	001119497	4	INS00190594
2011	001121154	1	INS00630071
2011	001121510	7	INS00001137
2011	001121510	7	INS00001138
2011	001121510	7	INS00005062
2011	001121510	7	INS00005068
2011	001121510	7	INS00005073
2011	001121510	7	INS00114097
2011	001121510	7	INS00479511
2011	001121824	3	INS00006096
2011	001121824	3	INS00138088
2011	001121824	3	INS00449202
2011	001122779	3	INS00006568
2011	001122779	3	INS00006749
2011	001122779	3	INS00551213
2011	001122984	3	INS00001599
2011	001122984	3	INS00006749
2011	001122984	3	INS00412067
2011	001123088	3	INS00006096
2011	001123088	3	INS00006824
2011	001123088	3	INS00137771
2011	001123121	1	INS00119242
2011	001124657	2	INS00079675
2011	001124657	2	INS00109880
2011	001127194	1	INS00360161
2011	001127210	2	INS00006829
2011	001127210	2	INS00165487
2011	001131320	1	INS00485881
2011	001132194	1	INS00002479
2011	001132579	1	INS00040461
2011	001133173	1	INS00001136
2011	001134706	1	INS00074018
2011	001135033	1	INS00403948
2011	001136540	1	INS00006909
2011	001136550	3	INS00005062
2011	001136550	3	INS00005065
2011	001136550	3	INS00006265
2011	001138394	1	INS00002468
2011	001141021	1	INS00006827
2011	001141710	1	INS00005063
2011	001141890	1	INS00006753
2011	001143008	1	INS00464448
2011	001145620	1	INS00106167
2011	001149039	1	INS00006749
2011	001149066	4	INS00002444
2011	001149066	4	INS00005134
2011	001149066	4	INS00059010
2011	001149066	4	INS00059498
2011	001149389	2	INS00000725
2011	001149389	2	INS00006199
2011	001154324	1	INS00005305
2011	001154638	2	INS00002409
2011	001154638	2	INS00453153
2011	001155170	1	INS00002384
2011	001156641	3	INS00005067
2011	001156641	3	INS00006251
2011	001156641	3	INS00114380
2011	001157602	1	INS00106164
2011	001157783	1	INS00405225
2011	001157836	4	INS00006251
2011	001157836	4	INS00006252
2011	001157836	4	INS00006254
2011	001157836	4	INS00006749
2011	001158898	5	INS00002440
2011	001158898	5	INS00002460
2011	001158898	5	INS00116450
2011	001158898	5	INS00407489
2011	001158898	5	INS00618706
2011	001164788	4	INS00005134
2011	001164788	4	INS00139126
2011	001164788	4	INS00500189
2011	001164788	4	INS00548117
2011	001166497	1	INS00119242
2011	001167743	1	INS00119242
2011	001168992	1	INS00530738
2011	001169701	3	INS00002428
2011	001169701	3	INS00108670
2011	001169701	3	INS00261082
2011	001170319	1	INS00001555
2011	001171361	2	INS00002477
2011	001171361	2	INS00113474
2011	001175208	1	INS00002404
2011	001176994	2	INS00002479
2011	001176994	2	INS00251803
2011	001177383	3	INS00000725
2011	001177383	3	INS00403831
2011	001177383	3	INS00607782
2011	001180781	5	INS00002443
2011	001180781	5	INS00006573
2011	001180781	5	INS00114103
2011	001180781	5	INS00168446
2011	001180781	5	INS00568480
2011	001184771	5	INS00002371
2011	001184771	5	INS00034527
2011	001184771	5	INS00035082
2011	001184771	5	INS00112770
2011	001184771	5	INS00595342
2011	001185536	1	INS00002454
2011	001186257	2	INS00002439
2011	001186257	2	INS00002493
2011	001188073	1	INS00079853
2011	001189099	4	INS00451443
2011	001189099	4	INS00458004
2011	001189099	4	INS00458005
2011	001189099	4	INS00601862
2011	001189277	1	INS00005863
2011	001191300	2	INS00005063
2011	001191300	2	INS00559669
2011	001191678	1	INS00498862
2011	001194357	1	INS00011167
2011	001195784	8	INS00002384
2011	001195784	8	INS00002441
2011	001195784	8	INS00005625
2011	001195784	8	INS00005626
2011	001195784	8	INS00038271
2011	001195784	8	INS00044180
2011	001195784	8	INS00409656
2011	001195784	8	INS00593893
2011	001197887	3	INS00005861
2011	001197887	3	INS00109889
2011	001197887	3	INS00275290
2011	001198178	2	INS00002402
2011	001198178	2	INS00452025
2011	001199003	1	INS00005628
2011	001200660	1	INS00006262
2011	001200697	2	INS00079689
2011	001200697	2	INS00394452
2011	001200703	3	INS00001538
2011	001200703	3	INS00068991
2011	001200703	3	INS00107036
2011	001205577	1	INS00074018
2011	001205684	2	INS00002448
2011	001205684	2	INS00458146
2011	001205693	5	INS00002428
2011	001205693	5	INS00005624
2011	001205693	5	INS00108670
2011	001205693	5	INS00261082
2011	001205693	5	INS00494075
2011	001207642	2	INS00002448
2011	001207642	2	INS00556044
2011	001207974	2	INS00002416
2011	001207974	2	INS00002452
2011	001208710	2	INS00106723
2011	001208710	2	INS00365704
2011	001209502	3	INS00002440
2011	001209502	3	INS00407489
2011	001209502	3	INS00618706
2011	001210002	1	INS00494075
2011	001211153	1	INS00394452
2011	001211860	3	INS00002440
2011	001211860	3	INS00407489
2011	001211860	3	INS00618706
2011	001212384	1	INS00002377
2011	001213390	3	INS00006575
2011	001213390	3	INS00119242
2011	001213390	3	INS00411219
2011	001213480	4	INS00006153
2011	001213480	4	INS00006825
2011	001213480	4	INS00006827
2011	001213480	4	INS00506162
2011	001213908	1	INS00006086
2011	001214084	1	INS00011169
2011	001214235	2	INS00006218
2011	001214235	2	INS00464802
2011	001214899	2	INS00005624
2011	001214899	2	INS00494075
2011	001219779	2	INS00006568
2011	001219779	2	INS00551213
2011	001220457	4	INS00005134
2011	001220457	4	INS00059010
2011	001220457	4	INS00059498
2011	001220457	4	INS00494075
2011	001221810	2	INS00006909
2011	001221810	2	INS00627014
2011	001222308	1	INS00512163
2011	001222907	2	INS00001105
2011	001222907	2	INS00061823
2011	001224035	2	INS00274284
2011	001224035	2	INS00274286
2011	001224492	2	INS00044633
2011	001224492	2	INS00245998
2011	001225972	1	INS00006824
2011	001226998	1	INS00002377
2011	001227298	3	INS00000760
2011	001227298	3	INS00000761
2011	001227298	3	INS00397796
2011	001227556	4	INS00006197
2011	001227556	4	INS00006433
2011	001227556	4	INS00193706
2011	001227556	4	INS00530738
2011	001236386	2	INS00002397
2011	001236386	2	INS00005305
2011	001239673	1	INS00119242
2011	001240683	2	INS00005062
2011	001240683	2	INS00111348
2011	001242919	1	INS00119242
2011	001244332	1	INS00005860
2011	001247352	1	INS00456861
2011	001247497	1	INS00119242
2011	001247648	3	INS00002452
2011	001247648	3	INS00005914
2011	001247648	3	INS00114549
2011	001249123	2	INS00002460
2011	001249123	2	INS00116450
2011	001249900	2	INS00074117
2011	001249900	2	INS00366681
2011	001251936	2	INS00000519
2011	001251936	2	INS00367439
2011	001251981	5	INS00001659
2011	001251981	5	INS00002439
2011	001251981	5	INS00002493
2011	001251981	5	INS00617197
2011	001251981	5	INS00620642
2011	001257170	3	INS00005624
2011	001257170	3	INS00005628
2011	001257170	3	INS00494075
2011	001258893	1	INS00119242
2011	001260167	4	INS00005628
2011	001260167	4	INS00005631
2011	001260167	4	INS00007982
2011	001260167	4	INS00087016
2011	001262134	1	INS00001600
2011	001264120	2	INS00005062
2011	001264120	2	INS00074018
2011	001265790	2	INS00006568
2011	001265790	2	INS00006571
2011	001265996	2	INS00001105
2011	001265996	2	INS00061823
2011	001269609	2	INS00002419
2011	001269609	2	INS00556808
2011	001272257	1	INS00001294
2011	001273325	2	INS00002448
2011	001273325	2	INS00614075
2011	001278054	1	INS00005866
2011	001279561	3	INS00005068
2011	001279561	3	INS00005073
2011	001279561	3	INS00006909
2011	001279570	4	INS00079795
2011	001279570	4	INS00123486
2011	001279570	4	INS00366641
2011	001279570	4	INS00366661
2011	001279866	1	INS00038262
2011	001280301	1	INS00002371
2011	001282665	1	INS00005865
2011	001282950	2	INS00002493
2011	001282950	2	INS00119242
2011	001290175	1	INS00106723
2011	001291397	1	INS00119242
2011	001291421	1	INS00613510
2011	001292975	1	INS00106164
2011	001294700	2	INS00002407
2011	001294700	2	INS00059498
2011	001296286	4	INS00006568
2011	001296286	4	INS00006569
2011	001296286	4	INS00006571
2011	001296286	4	INS00112797
2011	001298084	2	INS00002448
2011	001298084	2	INS00119242
2011	001298790	1	INS00002378
2011	001298825	1	INS00119242
2011	001301063	1	INS00002017
2011	001301401	1	INS00002439
2011	001304388	2	INS00002388
2011	001304388	2	INS00629495
2011	001305699	1	INS00119242
2011	001306810	2	INS00123486
2011	001306810	2	INS00124008
2011	001307254	1	INS00006749
2011	001307512	3	INS00002390
2011	001307512	3	INS00002392
2011	001307512	3	INS00119242
2011	001391991	1	INS00006251
2011	001393332	1	INS00564505
2011	001398150	1	INS00002490
2011	001398357	1	INS00006572
2011	001399292	1	INS00123486
2011	001399407	1	INS00006824
2011	001411824	1	INS00006825
2011	001417864	1	INS00365703
2011	001418093	1	INS00005136
2011	001419205	3	INS00006202
2011	001419205	3	INS00114100
2011	001419205	3	INS00276935
2011	001421188	5	INS00001555
2011	001421188	5	INS00002379
2011	001421188	5	INS00002477
2011	001421188	5	INS00006581
2011	001421188	5	INS00103553
2011	001424125	3	INS00000519
2011	001424125	3	INS00105327
2011	001424125	3	INS00405225
2011	001424448	5	INS00006568
2011	001424448	5	INS00006569
2011	001424448	5	INS00006571
2011	001424448	5	INS00412074
2011	001424448	5	INS00551213
2011	001424635	2	INS00006825
2011	001424635	2	INS00006827
2011	001426326	3	INS00002428
2011	001426326	3	INS00261082
2011	001426326	3	INS00494075
2011	001427341	1	INS00160406
2011	001427520	1	INS00119242
2011	001427726	4	INS00002440
2011	001427726	4	INS00407489
2011	001427726	4	INS00446391
2011	001427726	4	INS00618706
2011	001428474	1	INS00578384
2011	001432299	1	INS00119242
2011	001432673	1	INS00119242
2011	001436251	1	INS00276901
2011	001436387	2	INS00106165
2011	001436387	2	INS00366667
2011	001438200	5	INS00002427
2011	001438200	5	INS00005068
2011	001438200	5	INS00005073
2011	001438200	5	INS00006909
2011	001438200	5	INS00114090
2011	001440521	1	INS00458146
2011	001441242	1	INS00506288
2011	001451347	2	INS00002452
2011	001451347	2	INS00110575
2011	001451919	1	INS00074083
2011	001451964	1	INS00160406
2011	001453403	3	INS00001115
2011	001453403	3	INS00627014
2011	001453403	3	INS00640681
2011	001453421	1	INS00005063
2011	001453440	1	INS00114749
2011	001455284	1	INS00528541
2011	001456970	3	INS00001538
2011	001456970	3	INS00365703
2011	001456970	3	INS00398313
2011	001458105	6	INS00002404
2011	001458105	6	INS00034483
2011	001458105	6	INS00108677
2011	001458105	6	INS00172809
2011	001458105	6	INS00483915
2011	001458105	6	INS00522605
2011	001459597	6	INS00002428
2011	001459597	6	INS00005628
2011	001459597	6	INS00005631
2011	001459597	6	INS00007982
2011	001459597	6	INS00395446
2011	001459597	6	INS00557332
2011	001459659	4	INS00002397
2011	001459659	4	INS00005305
2011	001459659	4	INS00345266
2011	001459659	4	INS00458208
2011	001462224	1	INS00006198
2011	001462565	2	INS00002344
2011	001462565	2	INS00564511
2011	001463277	2	INS00011171
2011	001463277	2	INS00464448
2011	001463320	2	INS00079869
2011	001463320	2	INS00367438
2011	001464336	2	INS00042299
2011	001464336	2	INS00079789
2011	001465333	3	INS00006847
2011	001465333	3	INS00108696
2011	001465333	3	INS00452709
2011	001467178	4	INS00001555
2011	001467178	4	INS00006581
2011	001467178	4	INS00010659
2011	001467178	4	INS00112802
2011	001467276	1	INS00005861
2011	001467365	3	INS00002388
2011	001467365	3	INS00002427
2011	001467365	3	INS00114090
2011	001473228	2	INS00119242
2011	001473228	2	INS00582739
2011	001473863	4	INS00002396
2011	001473863	4	INS00037735
2011	001473863	4	INS00166301
2011	001473863	4	INS00622994
2011	001473943	1	INS00002407
2011	001475830	3	INS00005071
2011	001475830	3	INS00113482
2011	001475830	3	INS00114759
2011	001478458	1	INS00119242
2011	001478823	2	INS00002416
2011	001478823	2	INS00002452
2011	001485185	1	INS00006827
2011	001486629	2	INS00001600
2011	001486629	2	INS00506288
2011	001488919	2	INS00011171
2011	001488919	2	INS00464448
2011	001489291	2	INS00165852
2011	001489291	2	INS00618362
2011	001490265	3	INS00002415
2011	001490265	3	INS00112765
2011	001490265	3	INS00367435
2011	001490354	3	INS00001555
2011	001490354	3	INS00006581
2011	001490354	3	INS00103553
2011	001490800	2	INS00002415
2011	001490800	2	INS00367435
2011	001491084	4	INS00006202
2011	001491084	4	INS00037027
2011	001491084	4	INS00068767
2011	001491084	4	INS00114100
2011	001492081	5	INS00006568
2011	001492081	5	INS00006569
2011	001492081	5	INS00006571
2011	001492081	5	INS00112797
2011	001492081	5	INS00276901
2011	001492789	1	INS00006153
2011	001492798	3	INS00002448
2011	001492798	3	INS00006214
