year	pid	org_n	ims_org_id
2010	000850445	4	INS00113476
2010	000850445	4	INS00454516
2010	000851845	4	INS00002428
2010	000851845	4	INS00002481
2010	000851845	4	INS00114089
2010	000851845	4	INS00261082
2010	000851925	4	INS00006753
2010	000851925	4	INS00089226
2010	000851925	4	INS00411219
2010	000851925	4	INS00527950
2010	000851934	3	INS00079689
2010	000851934	3	INS00113476
2010	000851934	3	INS00394452
2010	000855933	7	INS00001120
2010	000855933	7	INS00006585
2010	000855933	7	INS00006824
2010	000855933	7	INS00006829
2010	000855933	7	INS00037005
2010	000855933	7	INS00040461
2010	000855933	7	INS00079875
2010	000859075	1	INS00011171
2010	000861449	2	INS00005062
2010	000861449	2	INS00074018
2010	000861654	7	INS00006573
2010	000861654	7	INS00006825
2010	000861654	7	INS00006827
2010	000861654	7	INS00102942
2010	000861654	7	INS00115216
2010	000861654	7	INS00138558
2010	000861654	7	INS00555854
2010	000863434	2	INS00001742
2010	000863434	2	INS00002407
2010	000868978	2	INS00002486
2010	000868978	2	INS00165852
2010	000870250	4	INS00002440
2010	000870250	4	INS00002460
2010	000870250	4	INS00006197
2010	000870250	4	INS00063235
2010	000870330	2	INS00006825
2010	000870330	2	INS00006827
2010	000870359	2	INS00006824
2010	000870359	2	INS00074152
2010	000871015	1	INS00002407
2010	000872756	2	INS00001120
2010	000872756	2	INS00085202
2010	000872827	1	INS00539755
2010	000873969	6	INS00006433
2010	000873969	6	INS00034523
2010	000873969	6	INS00083226
2010	000873969	6	INS00112810
2010	000873969	6	INS00172228
2010	000873969	6	INS00345084
2010	000885182	1	INS00566663
2010	000885280	4	INS00002476
2010	000885280	4	INS00002481
2010	000885280	4	INS00113490
2010	000885280	4	INS00114089
2010	000894682	2	INS00006251
2010	000894682	2	INS00114380
2010	000894842	5	INS00005068
2010	000894842	5	INS00005069
2010	000894842	5	INS00005073
2010	000894842	5	INS00053164
2010	000894842	5	INS00563261
2010	000904359	4	INS00005858
2010	000904359	4	INS00079709
2010	000904359	4	INS00276812
2010	000904359	4	INS00493527
2010	000907996	1	INS00002448
2010	000913053	5	INS00002413
2010	000913053	5	INS00005134
2010	000913053	5	INS00034576
2010	000913053	5	INS00114723
2010	000913053	5	INS00260632
2010	000915352	1	INS00109886
2010	000920568	1	INS00160406
2010	000925537	3	INS00006253
2010	000925537	3	INS00367439
2010	000925537	3	INS00495779
2010	000929509	2	INS00002454
2010	000929509	2	INS00366689
2010	000930902	6	INS00005069
2010	000930902	6	INS00006025
2010	000930902	6	INS00006251
2010	000930902	6	INS00006252
2010	000930902	6	INS00006254
2010	000930902	6	INS00483050
2010	000930949	2	INS00005067
2010	000930949	2	INS00132209
2010	000939096	1	INS00456861
2010	000939659	2	INS00002428
2010	000939659	2	INS00108670
2010	000941791	3	INS00002439
2010	000941791	3	INS00108668
2010	000941791	3	INS00412158
2010	000943114	2	INS00002578
2010	000943114	2	INS00179798
2010	000946205	2	INS00540334
2010	000946205	2	INS00540336
2010	000946813	3	INS00001140
2010	000946813	3	INS00049856
2010	000946813	3	INS00089843
2010	000949047	1	INS00108670
2010	000949056	1	INS00002416
2010	000951279	1	INS00002436
2010	000951760	1	INS00006911
2010	000952570	1	INS00451695
2010	000955250	2	INS00002448
2010	000955250	2	INS00002475
2010	000955984	2	INS00011167
2010	000955984	2	INS00074161
2010	000957497	2	INS00001742
2010	000957497	2	INS00002407
2010	000957844	1	INS00005628
2010	000958888	2	INS00005071
2010	000958888	2	INS00113482
2010	000958912	1	INS00011169
2010	000959348	3	INS00002444
2010	000959348	3	INS00074159
2010	000959348	3	INS00464541
2010	000959428	4	INS00006573
2010	000959428	4	INS00006580
2010	000959428	4	INS00114758
2010	000959428	4	INS00555358
2010	000961874	1	INS00002404
2010	000963654	2	INS00001600
2010	000963654	2	INS00137908
2010	000965416	2	INS00002439
2010	000965416	2	INS00138283
2010	000965505	1	INS00074117
2010	000965597	4	INS00006582
2010	000965597	4	INS00113480
2010	000965597	4	INS00457152
2010	000965597	4	INS00584345
2010	000965748	3	INS00079689
2010	000965748	3	INS00113476
2010	000965748	3	INS00394452
2010	000966594	3	INS00006086
2010	000966594	3	INS00108691
2010	000966594	3	INS00516532
2010	000968641	2	INS00005062
2010	000968641	2	INS00074018
2010	000970434	5	INS00002385
2010	000970434	5	INS00002491
2010	000970434	5	INS00037758
2010	000970434	5	INS00068290
2010	000970434	5	INS00273336
2010	000971914	2	INS00002454
2010	000971914	2	INS00006828
2010	000972798	3	INS00005066
2010	000972798	3	INS00005071
2010	000972798	3	INS00113482
2010	000974059	5	INS00002416
2010	000974059	5	INS00002452
2010	000974059	5	INS00005984
2010	000974059	5	INS00114101
2010	000974059	5	INS00116137
2010	000974095	2	INS00006262
2010	000974095	2	INS00182847
2010	000978880	2	INS00074117
2010	000978880	2	INS00403832
2010	000983030	1	INS00002457
2010	000983764	4	INS00006568
2010	000983764	4	INS00006569
2010	000983764	4	INS00006571
2010	000983764	4	INS00492035
2010	000990624	2	INS00367438
2010	000990624	2	INS00485881
2010	000990670	1	INS00089843
2010	000991523	3	INS00366667
2010	000991523	3	INS00367439
2010	000991523	3	INS00498199
2010	000991891	1	INS00119242
2010	000993009	2	INS00005066
2010	000993009	2	INS00006570
2010	000998300	1	INS00074018
2010	001000337	3	INS00002397
2010	001000337	3	INS00002490
2010	001000337	3	INS00157328
2010	001001728	1	INS00005628
2010	001006401	1	INS00002448
2010	001006804	5	INS00006746
2010	001006804	5	INS00006847
2010	001006804	5	INS00034467
2010	001006804	5	INS00037260
2010	001006804	5	INS00110573
2010	001006949	1	INS00119242
2010	001007294	1	INS00106163
2010	001007919	2	INS00002428
2010	001007919	2	INS00108670
2010	001008228	2	INS00001105
2010	001008228	2	INS00061823
2010	001008255	4	INS00001599
2010	001008255	4	INS00001601
2010	001008255	4	INS00001602
2010	001008255	4	INS00073420
2010	001008578	1	INS00119242
2010	001008587	3	INS00002397
2010	001008587	3	INS00005305
2010	001008587	3	INS00458208
2010	001009619	5	INS00006568
2010	001009619	5	INS00006569
2010	001009619	5	INS00006571
2010	001009619	5	INS00455440
2010	001009619	5	INS00492035
2010	001009762	3	INS00081600
2010	001009762	3	INS00106163
2010	001009762	3	INS00106164
2010	001011751	3	INS00002440
2010	001011751	3	INS00484759
2010	001011751	3	INS00584448
2010	001012786	1	INS00074083
2010	001014931	1	INS00011171
2010	001015509	2	INS00006086
2010	001015509	2	INS00108691
2010	001015607	5	INS00002371
2010	001015607	5	INS00034527
2010	001015607	5	INS00035082
2010	001015607	5	INS00112770
2010	001015607	5	INS00595342
2010	001017020	2	INS00011166
2010	001017020	2	INS00265988
2010	001017666	2	INS00006262
2010	001017666	2	INS00006909
2010	001019858	7	INS00002486
2010	001019858	7	INS00006827
2010	001019858	7	INS00034564
2010	001019858	7	INS00079744
2010	001019858	7	INS00109893
2010	001019858	7	INS00114096
2010	001019858	7	INS00167449
2010	001020714	3	INS00002416
2010	001020714	3	INS00002452
2010	001020714	3	INS00455934
2010	001028490	1	INS00123486
2010	001035904	1	INS00006253
2010	001045295	1	INS00451695
2010	001046819	3	INS00002384
2010	001046819	3	INS00079701
2010	001046819	3	INS00175926
2010	001051579	4	INS00000725
2010	001051579	4	INS00002440
2010	001051579	4	INS00113481
2010	001051579	4	INS00118991
2010	001052235	1	INS00162102
2010	001052843	1	INS00106184
2010	001053573	2	INS00001115
2010	001053573	2	INS00124008
2010	001057616	1	INS00175926
2010	001059441	2	INS00011171
2010	001059441	2	INS00455464
2010	001061996	2	INS00001569
2010	001061996	2	INS00002441
2010	001063720	2	INS00073420
2010	001063720	2	INS00366686
2010	001066769	2	INS00005062
2010	001066769	2	INS00111348
2010	001073048	3	INS00038301
2010	001073048	3	INS00172159
2010	001073048	3	INS00564858
2010	001073825	2	INS00112813
2010	001073825	2	INS00138071
2010	001073997	2	INS00024712
2010	001073997	2	INS00137578
2010	001074484	4	INS00002375
2010	001074484	4	INS00002444
2010	001074484	4	INS00114806
2010	001074484	4	INS00366665
2010	001075454	4	INS00002382
2010	001075454	4	INS00079689
2010	001075454	4	INS00113476
2010	001075454	4	INS00454516
2010	001077225	1	INS00539755
2010	001078394	2	INS00011169
2010	001078394	2	INS00011406
2010	001081980	1	INS00006909
2010	001082539	1	INS00106723
2010	001082646	2	INS00000519
2010	001082646	2	INS00105327
2010	001082780	2	INS00038273
2010	001082780	2	INS00279863
2010	001085183	1	INS00002439
2010	001085503	1	INS00002377
2010	001089010	5	INS00002416
2010	001089010	5	INS00002452
2010	001089010	5	INS00034559
2010	001089010	5	INS00034560
2010	001089010	5	INS00118681
2010	001089413	1	INS00007413
2010	001090817	2	INS00002416
2010	001090817	2	INS00002452
2010	001091841	2	INS00001111
2010	001091841	2	INS00006909
2010	001091986	2	INS00005063
2010	001091986	2	INS00006909
2010	001094905	1	INS00106166
2010	001094914	1	INS00005865
2010	001096534	1	INS00175926
2010	001097756	2	INS00005491
2010	001097756	2	INS00123325
2010	001101302	2	INS00366681
2010	001101302	2	INS00561433
2010	001102300	3	INS00006753
2010	001102300	3	INS00006824
2010	001102300	3	INS00074152
2010	001103719	4	INS00001138
2010	001103719	4	INS00005069
2010	001103719	4	INS00114097
2010	001103719	4	INS00478671
2010	001103942	2	INS00006825
2010	001103942	2	INS00006827
2010	001104019	3	INS00001105
2010	001104019	3	INS00001111
2010	001104019	3	INS00061823
2010	001104028	2	INS00002454
2010	001104028	2	INS00375396
2010	001105025	1	INS00582739
2010	001105099	1	INS00506288
2010	001109991	2	INS00034469
2010	001109991	2	INS00079789
2010	001119129	5	INS00005861
2010	001119129	5	INS00034527
2010	001119129	5	INS00035082
2010	001119129	5	INS00112770
2010	001119129	5	INS00595342
2010	001119497	4	INS00002388
2010	001119497	4	INS00002464
2010	001119497	4	INS00006262
2010	001119497	4	INS00190594
2010	001121510	6	INS00001137
2010	001121510	6	INS00001138
2010	001121510	6	INS00005068
2010	001121510	6	INS00005073
2010	001121510	6	INS00114097
2010	001121510	6	INS00559435
2010	001121824	4	INS00006096
2010	001121824	4	INS00138088
2010	001121824	4	INS00449202
2010	001121824	4	INS00604035
2010	001122779	3	INS00006568
2010	001122779	3	INS00006749
2010	001122779	3	INS00551213
2010	001123088	4	INS00006096
2010	001123088	4	INS00006824
2010	001123088	4	INS00068142
2010	001123088	4	INS00137771
2010	001123121	1	INS00119242
2010	001124657	2	INS00079675
2010	001124657	2	INS00109880
2010	001127194	1	INS00119242
2010	001127210	2	INS00006829
2010	001127210	2	INS00165487
2010	001130538	3	INS00000519
2010	001130538	3	INS00069364
2010	001130538	3	INS00459320
2010	001131320	1	INS00485881
2010	001132194	1	INS00002479
2010	001133173	1	INS00074159
2010	001134706	1	INS00074018
2010	001135033	1	INS00403948
2010	001136540	1	INS00006909
2010	001136550	3	INS00005062
2010	001136550	3	INS00005065
2010	001136550	3	INS00006265
2010	001138394	1	INS00002468
2010	001141021	1	INS00006827
2010	001141710	1	INS00005063
2010	001145620	1	INS00106167
2010	001149039	5	INS00006568
2010	001149039	5	INS00006569
2010	001149039	5	INS00006571
2010	001149039	5	INS00006749
2010	001149039	5	INS00455440
2010	001149066	4	INS00002444
2010	001149066	4	INS00005134
2010	001149066	4	INS00059010
2010	001149066	4	INS00059498
2010	001149389	3	INS00000725
2010	001149389	3	INS00006199
2010	001149389	3	INS00113481
2010	001154324	2	INS00005305
2010	001154324	2	INS00458208
2010	001154638	2	INS00002409
2010	001154638	2	INS00453153
2010	001155170	1	INS00002384
2010	001156641	3	INS00005067
2010	001156641	3	INS00006251
2010	001156641	3	INS00114380
2010	001157602	1	INS00106164
2010	001157783	1	INS00405225
2010	001157836	1	INS00006252
2010	001158898	3	INS00002440
2010	001158898	3	INS00002460
2010	001158898	3	INS00116450
2010	001159035	4	INS00000519
2010	001159035	4	INS00001138
2010	001159035	4	INS00114097
2010	001159035	4	INS00114721
2010	001164563	1	INS00002384
2010	001164788	3	INS00005134
2010	001164788	3	INS00500189
2010	001164788	3	INS00548117
2010	001166497	1	INS00119242
2010	001167725	1	INS00002478
2010	001167743	1	INS00119242
2010	001168992	1	INS00530738
2010	001169701	2	INS00002428
2010	001169701	2	INS00261082
2010	001170319	2	INS00001555
2010	001170319	2	INS00408263
2010	001171361	5	INS00002477
2010	001171361	5	INS00034469
2010	001171361	5	INS00079789
2010	001171361	5	INS00113474
2010	001171361	5	INS00452023
2010	001175208	1	INS00002404
2010	001176994	2	INS00002479
2010	001176994	2	INS00251803
2010	001177383	2	INS00106163
2010	001177383	2	INS00403831
2010	001180781	5	INS00006573
2010	001180781	5	INS00079863
2010	001180781	5	INS00114103
2010	001180781	5	INS00168446
2010	001180781	5	INS00568480
2010	001184771	5	INS00002371
2010	001184771	5	INS00034527
2010	001184771	5	INS00035082
2010	001184771	5	INS00112770
2010	001184771	5	INS00595342
2010	001185536	1	INS00002454
2010	001185643	1	INS00172159
2010	001186257	3	INS00002439
2010	001186257	3	INS00002493
2010	001186257	3	INS00006585
2010	001188073	2	INS00006587
2010	001188073	2	INS00079853
2010	001189099	3	INS00458004
2010	001189099	3	INS00458005
2010	001189099	3	INS00601862
2010	001189277	4	INS00002428
2010	001189277	4	INS00006087
2010	001189277	4	INS00108670
2010	001189277	4	INS00601862
2010	001191300	2	INS00005066
2010	001191300	2	INS00559669
2010	001191678	1	INS00498862
2010	001194357	2	INS00011167
2010	001194357	2	INS00367439
2010	001195784	10	INS00002384
2010	001195784	10	INS00002441
2010	001195784	10	INS00005625
2010	001195784	10	INS00005626
2010	001195784	10	INS00034473
2010	001195784	10	INS00038271
2010	001195784	10	INS00044075
2010	001195784	10	INS00044180
2010	001195784	10	INS00409656
2010	001195784	10	INS00593893
2010	001197887	3	INS00005861
2010	001197887	3	INS00109889
2010	001197887	3	INS00275290
2010	001198178	2	INS00002402
2010	001198178	2	INS00493427
2010	001199003	1	INS00005628
2010	001200660	2	INS00006262
2010	001200660	2	INS00011166
2010	001200697	3	INS00079689
2010	001200697	3	INS00113476
2010	001200697	3	INS00394452
2010	001200703	4	INS00001538
2010	001200703	4	INS00068991
2010	001200703	4	INS00085929
2010	001200703	4	INS00107036
2010	001205577	1	INS00074018
2010	001205684	2	INS00002448
2010	001205684	2	INS00458146
2010	001205693	3	INS00005624
2010	001205693	3	INS00392721
2010	001205693	3	INS00494075
2010	001207642	2	INS00002448
2010	001207642	2	INS00556044
2010	001208710	3	INS00074159
2010	001208710	3	INS00106723
2010	001208710	3	INS00365704
2010	001209502	1	INS00002440
2010	001210002	1	INS00494075
2010	001211153	1	INS00119242
2010	001211860	1	INS00002440
2010	001212384	1	INS00002377
2010	001213102	1	INS00263706
2010	001213390	4	INS00006575
2010	001213390	4	INS00119242
2010	001213390	4	INS00411219
2010	001213390	4	INS00582737
2010	001213480	3	INS00006153
2010	001213480	3	INS00006827
2010	001213480	3	INS00506162
2010	001213908	2	INS00006086
2010	001213908	2	INS00104918
2010	001214084	1	INS00011169
2010	001219779	3	INS00006568
2010	001219779	3	INS00488197
2010	001219779	3	INS00551213
2010	001220457	4	INS00005134
2010	001220457	4	INS00059010
2010	001220457	4	INS00059498
2010	001220457	4	INS00494075
2010	001221810	2	INS00006909
2010	001221810	2	INS00011166
2010	001222308	1	INS00512163
2010	001222907	2	INS00001105
2010	001222907	2	INS00061823
2010	001224035	2	INS00274284
2010	001224035	2	INS00274286
2010	001224492	2	INS00044633
2010	001224492	2	INS00245998
2010	001225972	1	INS00006824
2010	001226998	4	INS00002377
2010	001226998	4	INS00005625
2010	001226998	4	INS00409656
2010	001226998	4	INS00593893
2010	001227298	4	INS00000760
2010	001227298	4	INS00000761
2010	001227298	4	INS00367630
2010	001227298	4	INS00397796
2010	001227556	3	INS00006197
2010	001227556	3	INS00193706
2010	001227556	3	INS00530738
2010	001236386	2	INS00002397
2010	001236386	2	INS00005305
2010	001239673	1	INS00119242
2010	001240683	2	INS00005062
2010	001240683	2	INS00111348
2010	001242919	1	INS00119242
2010	001243317	1	INS00002863
2010	001244332	1	INS00005860
2010	001247352	1	INS00456861
2010	001247497	1	INS00119242
2010	001247648	3	INS00002452
2010	001247648	3	INS00005914
2010	001247648	3	INS00114549
2010	001249123	2	INS00002460
2010	001249123	2	INS00116450
2010	001249900	2	INS00074117
2010	001249900	2	INS00366681
2010	001251936	2	INS00000519
2010	001251936	2	INS00367439
2010	001251981	1	INS00002439
2010	001254517	6	INS00002443
2010	001254517	6	INS00006825
2010	001254517	6	INS00006827
2010	001254517	6	INS00034513
2010	001254517	6	INS00068229
2010	001254517	6	INS00138068
2010	001257170	4	INS00001136
2010	001257170	4	INS00005628
2010	001257170	4	INS00535900
2010	001257170	4	INS00564511
2010	001258893	1	INS00119242
2010	001260167	3	INS00005628
2010	001260167	3	INS00005631
2010	001260167	3	INS00087016
2010	001262134	1	INS00001600
2010	001264120	2	INS00005062
2010	001264120	2	INS00074018
2010	001265790	4	INS00006568
2010	001265790	4	INS00006569
2010	001265790	4	INS00006571
2010	001265790	4	INS00565045
2010	001265996	2	INS00001105
2010	001265996	2	INS00061823
2010	001269609	2	INS00002419
2010	001269609	2	INS00556808
2010	001272257	1	INS00001294
2010	001273325	1	INS00002448
2010	001276980	5	INS00002439
2010	001276980	5	INS00002493
2010	001276980	5	INS00050625
2010	001276980	5	INS00108668
2010	001276980	5	INS00436710
2010	001278054	1	INS00005866
2010	001279561	3	INS00005068
2010	001279561	3	INS00005073
2010	001279561	3	INS00006909
2010	001279570	4	INS00079795
2010	001279570	4	INS00123486
2010	001279570	4	INS00366641
2010	001279570	4	INS00366661
2010	001280301	1	INS00002371
2010	001282665	1	INS00005865
2010	001282950	2	INS00002493
2010	001282950	2	INS00119242
2010	001290175	3	INS00002419
2010	001290175	3	INS00106723
2010	001290175	3	INS00500654
2010	001291397	1	INS00119242
2010	001292975	1	INS00106164
2010	001294700	2	INS00002407
2010	001294700	2	INS00059498
2010	001294764	2	INS00006829
2010	001294764	2	INS00464408
2010	001296286	4	INS00006568
2010	001296286	4	INS00006569
2010	001296286	4	INS00006571
2010	001296286	4	INS00112797
2010	001298084	1	INS00002448
2010	001298226	1	INS00007413
2010	001298790	1	INS00002378
2010	001298825	1	INS00119242
2010	001301063	1	INS00002017
2010	001301401	1	INS00002439
2010	001304388	1	INS00002388
2010	001305699	1	INS00119242
2010	001306810	3	INS00001115
2010	001306810	3	INS00123486
2010	001306810	3	INS00124008
2010	001307512	3	INS00002390
2010	001307512	3	INS00002392
2010	001307512	3	INS00119242
2010	001391991	5	INS00006251
2010	001391991	5	INS00006568
2010	001391991	5	INS00006569
2010	001391991	5	INS00006571
2010	001391991	5	INS00492035
2010	001393332	1	INS00564505
2010	001398150	1	INS00002490
2010	001398357	1	INS00006572
2010	001399292	1	INS00123486
2010	001399407	1	INS00006824
2010	001405710	4	INS00029674
2010	001405710	4	INS00366648
2010	001405710	4	INS00366650
2010	001405710	4	INS00398386
2010	001408570	1	INS00403832
2010	001412803	1	INS00582737
2010	001417864	1	INS00365703
2010	001418093	1	INS00005136
2010	001419205	2	INS00006202
2010	001419205	2	INS00114100
2010	001421188	4	INS00001555
2010	001421188	4	INS00002379
2010	001421188	4	INS00006581
2010	001421188	4	INS00103553
2010	001424125	2	INS00000519
2010	001424125	2	INS00405225
2010	001424448	6	INS00006568
2010	001424448	6	INS00006569
2010	001424448	6	INS00006571
2010	001424448	6	INS00412074
2010	001424448	6	INS00492034
2010	001424448	6	INS00551213
2010	001424635	2	INS00006825
2010	001424635	2	INS00006827
2010	001427341	1	INS00160406
2010	001427520	1	INS00119242
2010	001427726	2	INS00002440
2010	001427726	2	INS00446391
2010	001428474	1	INS00578384
2010	001432299	2	INS00119242
2010	001432299	2	INS00458140
2010	001432673	1	INS00119242
2010	001432744	3	INS00002487
2010	001432744	3	INS00112769
2010	001432744	3	INS00113491
2010	001436251	1	INS00276901
2010	001436387	2	INS00106165
2010	001436387	2	INS00366667
2010	001438200	3	INS00005068
